fname,Status,pixel size,Single tick,Sex,Lifestage,Feed-Stage,Species,Identifier_initials,ID_date,Notes,re-cropped
Dermacentor_variabilis_f_a_ta_unk_unfed_200721-8656-74.jpg,Augment,36,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_f_a_ta_unk_unfed_200722-1331-31.jpg,Augment,55,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_f_a_ta_unk_unfed_200722-8815-70.jpg,Augment,20,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_f_a_ta_unk_unfed_200723-0951-95.jpg,Augment,40,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_f_a_ta_unk_unfed_200724-1911-35.jpg,Augment,49,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_f_a_ta_unk_unfed_200724-1918-94.jpg,Augment,37,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_f_a_ta_unk_fed_190529-0518-38.jpg,Augment,39,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_f_a_ta_unk_unfed_200504-2051-75.jpg,Augment,39,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200513-2053-55.jpg,Augment,25,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200521-1542-92.jpg,Augment,28,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_f_a_ta_unk_unfed_200530-9434-29.jpg,Augment,50,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_m_a_ta_unk_unfed_200607-1748-65.jpg,Keep,22,TRUE,m,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_m_a_ta_unk_unfed_200608-2041-60.jpg,Keep,23,TRUE,m,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200611-1356-94.jpg,Augment,53,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_f_a_ta_unk_unfed_200611-1427-76.jpg,Augment,64,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200611-1636-48.jpg,Augment,67,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200611-8166-35.jpg,Keep,26,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200612-0101-33.jpg,Augment,120,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200612-1044-41.jpg,Augment,57,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200613-1713-67.jpg,Augment,82,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200616-3243-72.jpg,Keep,23,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200616-6720-25.jpg,Augment,80,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_f_a_ta_unk_unfed_200617-2105-64.jpg,Augment,16,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_unk_a_ta_unk_unk_200618-2320-45.jpg,Discard,17,TRUE,unk,a,unk,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_unk_a_ta_unk_unfed_200619-1657-85.jpg,Augment,43,TRUE,unk,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_m_a_ta_unk_unfed_200619-2046-64.jpg,Augment,25,TRUE,m,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200619-6090-91.jpg,Augment,19,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_unk_a_ta_unk_unfed_200620-3934-45.jpg,Augment,22,FALSE,unk,a,unfed,Dermacentor variabilis,HF,8/10/2020,Over 50 ticks in the image,FALSE
Dermacentor_variabilis_unk_a_ta_unk_unfed_200621-1048-81.jpg,Discard,24,TRUE,unk,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_unk_a_ta_unk_unfed_200621-8684-43.jpg,Augment,18,FALSE,unk,a,unfed,Dermacentor variabilis,HF,8/10/2020,Over 50 ticks in the image,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200622-0639-25.jpg,Augment,85,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200622-0736-44.jpg,Augment,85,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200622-2844-77.jpg,Augment,30,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_f_a_ta_unk_unfed_200623-2979-26.jpg,Augment,19,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200624-1519-82.jpg,Augment,110,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200625-1922-66.jpg,Keep,20,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200626-2000-64.jpg,Augment,13,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_f_a_ta_unk_unfed_200627-2353-21.jpg,Augment,28,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200628-1815-35.jpg,Keep,12,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200704-0931-51.jpg,Augment,85,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200704-1420-47.jpg,Augment,26,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_unk_a_ta_unk_unfed_200704-1608-97.jpg,Augment,18,FALSE,unk,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200704-3304-48.jpg,Augment,29,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200706-1851-91.jpg,Augment,132,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200707-7912-82.jpg,Augment,29,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_m_a_ta_unk_unfed_200707-9090-49.jpg,Keep,22,TRUE,m,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_f_a_ta_unk_unfed_200708-1121-12.jpg,Augment,18,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200708-2131-74.jpg,Augment,22,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200712-1602-66.jpg,Keep,123,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200712-1736-67.jpg,Augment,35,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200713-8056-81.jpg,Keep,20,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200714-1128-67.jpg,Augment,39,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_f_a_ta_unk_unfed_200720-2223-77.jpg,Augment,23,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_f_a_ta_unk_unfed_200721-1627-11.jpg,Augment,38,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_f_a_ta_unk_unfed_200723-0957-65.jpg,Augment,20,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_f_a_ta_unk_unfed_200724-1758-89.jpg,Augment,19,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_f_a_ta_unk_unfed_200724-1914-80.jpg,Augment,96,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200724-1916-26.jpg,Augment,61,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,Same image as above but zoomed out,TRUE
Dermacentor_variabilis_f_a_ta_unk_unfed_200724-2881-88.jpg,Augment,118,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_ta_unk_unfed_200724-4936-74.jpg,Augment,65,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,TRUE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_2.JPG,Augment,141,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_8.JPG,Augment,176,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_9.JPG,Augment,101,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_10.JPG,Augment,152,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_12.JPG,Augment,113,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_13.JPG,Augment,126,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_15.JPG,Augment,131,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_16.JPG,Augment,166,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_18.JPG,Augment,130,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_21.JPG,Augment,211,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,unusual flattness,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_24.JPG,Augment,155,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_25.JPG,Augment,120,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_26.JPG,Augment,145,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_27.JPG,Augment,118,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_28.JPG,Augment,111,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_29.JPG,Augment,117,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_31.JPG,Augment,79,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_32.JPG,Augment,150,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_33.JPG,Augment,129,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_34.JPG,Augment,112,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_37.JPG,Augment,138,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_42.JPG,Augment,136,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_43.JPG,Augment,85,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_48.JPG,Augment,168,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_53.JPG,Augment,115,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_57.JPG,Augment,122,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_59.JPG,Augment,106,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_62.JPG,Augment,97,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_63.JPG,Augment,158,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_65.JPG,Augment,145,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_76.JPG,Augment,119,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_80.JPG,Augment,94,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_82.JPG,Augment,103,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_88.JPG,Augment,149,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_112.JPG,Augment,96,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_116.JPG,Augment,146,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_118.JPG,Augment,131,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_128.JPG,Augment,145,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_130.JPG,Augment,75,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_030720_134.JPG,Augment,156,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_1.JPG,Augment,126,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_2.JPG,Augment,178,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_3.JPG,Augment,164,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_4.JPG,Augment,98,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_5.JPG,Augment,116,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_6.JPG,Augment,149,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_7.JPG,Augment,222,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_8.JPG,Augment,169,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_9.JPG,Augment,134,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_10.JPG,Augment,184,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_11.JPG,Augment,109,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_12.JPG,Augment,166,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_13.JPG,Augment,219,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_14.JPG,Augment,111,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_15.JPG,Augment,136,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_16.JPG,Augment,203,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_17.JPG,Augment,133,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_18.JPG,Augment,160,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_19.JPG,Augment,121,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_20.JPG,Augment,147,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_21.JPG,Keep,158,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_22.JPG,Augment,148,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_23.JPG,Augment,101,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_24.JPG,Augment,171,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_25.JPG,Augment,223,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_26.JPG,Augment,158,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_27.JPG,Augment,125,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_28.JPG,Augment,184,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_29.JPG,Augment,178,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_30.JPG,Discard,223,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_31.JPG,Augment,154,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_32.JPG,Augment,81,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_33.JPG,Augment,130,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_34.JPG,Augment,116,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_35.JPG,Augment,180,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_36.JPG,Augment,183,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_37.JPG,Augment,168,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_38.JPG,Augment,163,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_fed_032320_39.JPG,Augment,215,TRUE,f,a,fed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_1.JPG,Augment,80,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_4.JPG,Augment,106,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_5.JPG,Augment,93,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_6.JPG,Augment,137,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_7.JPG,Augment,115,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_9.JPG,Augment,95,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_11.JPG,Augment,134,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_14.JPG,Augment,82,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_17.JPG,Augment,108,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_19.JPG,Augment,73,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_20.JPG,Augment,138,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_22.JPG,Augment,140,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_23.JPG,Augment,163,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_30.JPG,Augment,92,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_35.JPG,Augment,112,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_36.JPG,Augment,98,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_38.JPG,Augment,128,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_39.JPG,Augment,123,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_40.JPG,Augment,120,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_41.JPG,Augment,131,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_44.JPG,Augment,86,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_45.JPG,Augment,91,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_46.JPG,Augment,103,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_49.JPG,Augment,144,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_51.JPG,Augment,106,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_55.JPG,Augment,118,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_60.JPG,Augment,103,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_66.JPG,Augment,119,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_68.JPG,Augment,104,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_70.JPG,Augment,167,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_72.JPG,Augment,113,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
Dermacentor_variabilis_f_a_tr_unk_unfed_030720_74.JPG,Augment,113,TRUE,f,a,unfed,Dermacentor variabilis,HF,8/10/2020,,FALSE
